Bill_Id,Bill_Title,Bill_Type,Parliamentary_Year,Term,Standing_Committee,Sponsor_Count,Party_Diversity,Parties,Sponsors
"The Constitution (Amendment) Bill, 2019 (Article 2_1_15","The Constitution (Amendment) Bill, 2019 (Article 239)
[Support]",Private,1,15,Not Applicable,20,1,MQM,Syed Amin ul Haque;Engineer Sabir Hussain;Salah-ud-Din;Kishwer Zehra;Usama Qadri;Syed Amin ul Haque;Engineer Sabir Hussain;Salah-ud-Din;Kishwer Zehra;Usama Qadri;Syed Amin ul Haque;Engineer Sabir Hussain;Salah-ud-Din;Kishwer Zehra;Usama Qadri;Syed Amin ul Haque;Engineer Sabir Hussain;Salah-ud-Din;Kishwer Zehra;Usama Qadri
"The Elections (Amendment) Bill, 2017
[Support]_5_14","The Elections (Amendment) Bill, 2017
[Support]",Private,5,14,Not Applicable,19,3,IND;JI;JUI,Muhammad Gohar Shah;Qari Muhammad Yousaf;Sher Akbar Khan;Sahibzada Tariq Ullah;Sahib Zada Muhammad Yaqub;Muhammad Jamal Ud Din;Agha Muhammad;Qamar Ud Din;Naeema Kishwar Khan;Aisha Syed;Engineer Mohammad Usman Badaini;Sher Akbar Khan;Sahibzada Tariq Ullah;Sahib Zada Muhammad Yaqub;Aisha Syed;Sher Akbar Khan;Sahibzada Tariq Ullah;Sahib Zada Muhammad Yaqub;Aisha Syed
"The Constitution (Amendment) Bill, 2022 (Amendment_4_15","The Constitution (Amendment) Bill, 2022 (Amendment in Article - 140 - A)
[Support]",Private,4,15,Not Applicable,18,3,MMA;MQM;PTI,Iqbal Muhammad Ali Khan;Kishwer Zehra;Dr. Khalid Maqbool Siddiqui;Usama Qadri;Jai Parkash;James Iqbal;Iqbal Muhammad Ali Khan;Kishwer Zehra;Dr. Khalid Maqbool Siddiqui;Usama Qadri;Jai Parkash;James Iqbal;Iqbal Muhammad Ali Khan;Kishwer Zehra;Dr. Khalid Maqbool Siddiqui;Usama Qadri;Jai Parkash;James Iqbal
"The Criminal Law (Amendment) Bill, 2019 (Section 4_1_15","The Criminal Law (Amendment) Bill, 2019 (Section 489F)
[Support]",Private,1,15,Not Applicable,18,2,MQM;PTI,Syed Amin ul Haque;Engineer Sabir Hussain;Salah-ud-Din;Iqbal Muhammad Ali Khan;Aftab Jehangir;Kishwer Zehra;Syed Amin ul Haque;Engineer Sabir Hussain;Salah-ud-Din;Iqbal Muhammad Ali Khan;Aftab Jehangir;Kishwer Zehra;Syed Amin ul Haque;Engineer Sabir Hussain;Salah-ud-Din;Iqbal Muhammad Ali Khan;Aftab Jehangir;Kishwer Zehra
The Islamabad Compulsory Vaccination and Protectio_2_15,"The Islamabad Compulsory Vaccination and Protection of Health Workers Bill, 2020
[Support]",Private,2,15,Not Applicable,18,1,PML-N,Shaista Pervaiz;Shaza Fatima Khawaja;Sardar Ayaz Sadiq;Shaista Pervaiz;Shaza Fatima Khawaja;Sardar Ayaz Sadiq;Shaista Pervaiz;Shaza Fatima Khawaja;Sardar Ayaz Sadiq;Shaista Pervaiz;Shaza Fatima Khawaja;Sardar Ayaz Sadiq;Shaista Pervaiz;Shaza Fatima Khawaja;Sardar Ayaz Sadiq;Shaista Pervaiz;Shaza Fatima Khawaja;Sardar Ayaz Sadiq
The Offences in Respect of Banks (Special Courts) _3_15,"The Offences in Respect of Banks (Special Courts) (Amendment) Bill, 2020
[Support]",Private,3,15,Not Applicable,18,1,PML-N,Mohsin Shah Nawaz Ranjha;Rana Sana Ullah Khan;Khawaja Muhammad Asif;Khurram Dastgir Khan;Khawaja Saad Rafique;Shahid Khaqan Abbasi;Mohsin Shah Nawaz Ranjha;Rana Sana Ullah Khan;Khawaja Muhammad Asif;Khurram Dastgir Khan;Khawaja Saad Rafique;Shahid Khaqan Abbasi;Mohsin Shah Nawaz Ranjha;Rana Sana Ullah Khan;Khawaja Muhammad Asif;Khurram Dastgir Khan;Khawaja Saad Rafique;Shahid Khaqan Abbasi
The National School of Public Policy (Amendment) B_5_15,"The National School of Public Policy (Amendment) Bill, 2023
[Support]",Private,5,15,Not Applicable,18,1,MMA,Mrs. Aliya Kamran;Salah Ud Din Ayubi;Muhammad Jamal Ud Din;Mrs. Aliya Kamran;Salah Ud Din Ayubi;Muhammad Jamal Ud Din;Mrs. Aliya Kamran;Salah Ud Din Ayubi;Muhammad Jamal Ud Din;Mrs. Aliya Kamran;Salah Ud Din Ayubi;Muhammad Jamal Ud Din;Mrs. Aliya Kamran;Salah Ud Din Ayubi;Muhammad Jamal Ud Din;Mrs. Aliya Kamran;Salah Ud Din Ayubi;Muhammad Jamal Ud Din
"The Criminal Laws (Amendment) Bill, 2020
[Support]_5_15","The Criminal Laws (Amendment) Bill, 2020
[Support]",Private,5,15,Not Applicable,18,1,MMA,James Iqbal;James Iqbal;James Iqbal;James Iqbal;James Iqbal;James Iqbal;James Iqbal;James Iqbal;James Iqbal;James Iqbal;James Iqbal;James Iqbal;James Iqbal;James Iqbal;James Iqbal;James Iqbal;James Iqbal;James Iqbal
"The Constitution (Amendment) Bill, 2016 (Amendment_4_14","The Constitution (Amendment) Bill, 2016 (Amendment in Article 37)
[Support]",Private,4,14,Not Applicable,17,4,IND;JUI;MQM;PML-N,Muhammad Safdar;Bilal Rehman;Shah Jee Gul Afridi;Ch. Asad Ur Rehman;Malik Abdul Ghaffar Dogar;Abdul Kareem;Iqbal Muhammad Ali Khan;Asiya Naz Tanoli;Seema Mohiuddin Jameeli;Farhana Qamar;Phyllis Azeem;Dr. Nikhat Shakeel Khan;Shahida Akhtar Ali;Naeema Kishwar Khan;Begum Tahira Bukhari;Kiran Haider;Dr. Ramesh Kumar Vankwani
"The Criminal Laws (Amendment) Bill, 2020
[Support]_4_15","The Criminal Laws (Amendment) Bill, 2020
[Support]",Private,4,15,Not Applicable,17,1,MMA,James Iqbal;James Iqbal;James Iqbal;James Iqbal;James Iqbal;Moulana Abdul Akbar Chitrali;James Iqbal;Moulana Abdul Akbar Chitrali;James Iqbal;James Iqbal;Moulana Abdul Akbar Chitrali;James Iqbal;Moulana Abdul Akbar Chitrali;James Iqbal;James Iqbal;Moulana Abdul Akbar Chitrali;James Iqbal
"The Constitution (Amendment) Bill, 2017 (Amendment_4_14","The Constitution (Amendment) Bill, 2017 (Amendment in Article 37)
[Support]",Private,4,14,Not Applicable,17,4,IND;JUI;MQM;PML-N,Muhammad Safdar;Bilal Rehman;Shah Jee Gul Afridi;Ch. Asad Ur Rehman;Malik Abdul Ghaffar Dogar;Abdul Kareem;Iqbal Muhammad Ali Khan;Asiya Naz Tanoli;Seema Mohiuddin Jameeli;Farhana Qamar;Phyllis Azeem;Dr. Nikhat Shakeel Khan;Shahida Akhtar Ali;Naeema Kishwar Khan;Begum Tahira Bukhari;Kiran Haider;Dr. Ramesh Kumar Vankwani
"The Constitution (Amendment) Bill, 2020 (Amendment_5_15","The Constitution (Amendment) Bill, 2020 (Amendment in Article-25)
[Support]",Private,5,15,Not Applicable,16,1,PPPP,Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah
The Pakistan Standards and Quality Control Authori_4_14,"The Pakistan Standards and Quality Control Authority (Amendment) Bill, 2017
[Support]",Private,4,14,Not Applicable,16,1,MQM,Mohammad Salman Khan Baloch;Syed Ali Raza Abidi;Muhammad Muzammil Qureshi;Kishwer Zehra;Dr. Fouzia Hameed;Saman Sultana Jafri;Dr. Nikhat Shakeel Khan;Sanjay Perwani;Mohammad Salman Khan Baloch;Syed Ali Raza Abidi;Muhammad Muzammil Qureshi;Kishwer Zehra;Dr. Fouzia Hameed;Saman Sultana Jafri;Dr. Nikhat Shakeel Khan;Sanjay Perwani
"The Code of Criminal Procedure (Amendment) Bill, 2_3_15","The Code of Criminal Procedure (Amendment) Bill, 2021
[Support]",Private,3,15,Not Applicable,16,3,MMA;PML-N;PTI,Sardar Ayaz Sadiq;Sardar Ayaz Sadiq;Syed Javed Hassnain;Syed Javed Hassnain;Syed Javed Hassnain;Moulana Abdul Akbar Chitrali;Haider Ali;Syed Javed Hassnain;Zulfiqar Ali Khan;Mujahid Ali;Muhammad Ibrahim Khan;Sher Ali Arbab;Imran Khattak;Usman Khan Tarrakai;Gul Dad Khan;Gul Zafar Khan
"The Constitution (Amendment) Bill, 2014 (Amendment_1_14","The Constitution (Amendment) Bill, 2014 (Amendment in Article 37)
[Support]",Private,1,14,"Law, Justice and Human Rights",16,5,JI;JUI;NP;PML-F;PML-N,Muhammad Gohar Shah;Qari Muhammad Yousaf;Sher Akbar Khan;Sahibzada Tariq Ullah;Agha Muhammad;Ameer Zaman;Mohammad Khan Sherani;Sardar Kamal Khan Bangulzai;Romina Khurshid Alam;Phyllis Azeem;Reeta Ishwar;Shahida Akhtar Ali;Naeema Kishwar Khan;Mrs. Aliya Kamran;Dr. Ramesh Kumar Vankwani;Aasiya Nasir
"The Chamber of Agriculture Bill, 2019
[Support]_1_15","The Chamber of Agriculture Bill, 2019
[Support]",Private,1,15,Not Applicable,16,2,PML-N;PTI,Ch. Iftikhar Nazir;Syed Sajid Mehdi;Haider Ali;Ch. Muhammad Ashraf;Rai Muhammad Murtaza Iqbal;Makhdoom Syed Sami-ul-Hassan Gillani;Malik Nawab Sher Waseer;Sardar Muhammad Irfan Dogar;Rana Iradat Sharif Khan;Syed Fakhar Imam;Dr. Muhammad Afzal Khan Dhandla;Riaz Fatyana;Haji Imtiaz Ahmed Choudhary;Muhammad Ibrahim Khan;Malik Karamat Ali;Muhammad Sana Ullah Khan Masti Khel
"The Constitution (Twenty Fourth Amendment) Bill, 2_2_14","The Constitution (Twenty Fourth Amendment) Bill, 2014 (Amendment in Articles 51, 63 and 106)
[Support]",Private,2,14,"Law, Justice and Human Rights",16,1,MQM,Syed Waseem Hussain;Mohammad Salman Khan Baloch;S. A. Iqbal Qadri;Mehboob Alam;Abdul Waseem;Shaikh Salahuddin;Muhammad Rehan Hashmi;Abdul Rashid Godil;Muhammad Muzammil Qureshi;Syed Asif Hasnain;Iqbal Muhammad Ali Khan;Sajid Ahmed;Kishwer Zehra;Saman Sultana Jafri;Dr. Nikhat Shakeel Khan;Sanjay Perwani
"The National Accountability (Amendment) Bill, 2016_4_14","The National Accountability (Amendment) Bill, 2016 (Amendment of Section 6 and 7, Ordinance XVlll of 1999)
[Support]",Private,4,14,Not Applicable,16,1,MQM,Dr. Khalid Maqbool Siddiqui;Syed Waseem Hussain;S. A. Iqbal Qadri;Mehboob Alam;Abdul Waseem;Shaikh Salahuddin;Sufyan Yousuf;Dr. Muhammad Farooq Sattar;Syed Asif Hasnain;Iqbal Muhammad Ali Khan;Kishwer Zehra;Dr. Fouzia Hameed;Saman Sultana Jafri;Dr. Nikhat Shakeel Khan;Kanwar Naveed Jamil;Muhammad Kamal Malik
"The Constitution (Amendment) Bill, 2019 (Article 1_2_15","The Constitution (Amendment) Bill, 2019 (Article 140B)
[Support]",Private,2,15,Not Applicable,16,1,MQM,Engineer Sabir Hussain;Salah-ud-Din;Kishwer Zehra;Usama Qadri;Engineer Sabir Hussain;Salah-ud-Din;Kishwer Zehra;Usama Qadri;Engineer Sabir Hussain;Salah-ud-Din;Kishwer Zehra;Usama Qadri;Engineer Sabir Hussain;Salah-ud-Din;Kishwer Zehra;Usama Qadri
"The Redistributive Land Reforms Bill, 2017
[Suppor_5_14","The Redistributive Land Reforms Bill, 2017
[Support]",Private,5,14,Not Applicable,15,1,MQM,Dr. Khalid Maqbool Siddiqui;Mohammad Salman Khan Baloch;Khawaja Sohail Mansoor;S. A. Iqbal Qadri;Mehboob Alam;Abdul Waseem;Shaikh Salahuddin;Dr. Muhammad Farooq Sattar;Syed Ali Raza Abidi;Sajid Ahmed;Kishwer Zehra;Dr. Fouzia Hameed;Saman Sultana Jafri;Dr. Nikhat Shakeel Khan;Kanwar Naveed Jamil
"The Pakistan Penal Code (Amendment) Bill, 2017
[Su_4_14","The Pakistan Penal Code (Amendment) Bill, 2017
[Support]",Private,4,14,Not Applicable,15,3,IND;JI;MQM,Sher Akbar Khan;Sahibzada Tariq Ullah;Sahib Zada Muhammad Yaqub;Jamshaid Ahmad Dasti;Aisha Syed;Sajid Ahmed;Sajid Ahmed;Dr. Khalid Maqbool Siddiqui;S. A. Iqbal Qadri;Iqbal Muhammad Ali Khan;Sajid Ahmed;Kishwer Zehra;Dr. Fouzia Hameed;Dr. Nikhat Shakeel Khan;Sanjay Perwani
"The Constitution (Amendment) Bill, 2019 (Article 1_1_15","The Constitution (Amendment) Bill, 2019 (Article 1, 51, 59, 106, 154, 175A, 198 and 218)
[Support]",Private,1,15,Not Applicable,15,2,MMA;PML-N,Mian Najibuddin Awaisi;Rana Tanveer Hussain;Abdul Rehman Khan Kanju;Rana Sana Ullah Khan;Murtaza Javed Abbasi;Marriyum Aurangzeb;Ahsan Iqbal;Afreen Khan;Muhammad Sajjad;Rana Tanveer Hussain;Murtaza Javed Abbasi;Marriyum Aurangzeb;Ahsan Iqbal;Afreen Khan;Muhammad Sajjad
The National Database and Registration Authority (_1_15,"The National Database and Registration Authority (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,15,2,IND;MMA,Moulana Abdul Akbar Chitrali;Shahida Akhtar Ali;Mrs. Aliya Kamran;Salah Ud Din Ayubi;Mohsin Javed;Moulana Abdul Akbar Chitrali;Shahida Akhtar Ali;Mrs. Aliya Kamran;Salah Ud Din Ayubi;Mohsin Javed;Moulana Abdul Akbar Chitrali;Shahida Akhtar Ali;Mrs. Aliya Kamran;Salah Ud Din Ayubi;Mohsin Javed
"The Constitution (Twenty-second Amendment) Bill, 2_1_14","The Constitution (Twenty-second Amendment) Bill, 2014 (Amendment of Article 63)
[Support]",Private,1,14,"Law, Justice and Human Rights",15,1,MQM,Syed Waseem Hussain;Mohammad Salman Khan Baloch;Khawaja Sohail Mansoor;S. A. Iqbal Qadri;Mehboob Alam;Abdul Waseem;Shaikh Salahuddin;Muhammad Rehan Hashmi;Sufyan Yousuf;Dr. Muhammad Farooq Sattar;Syed Ali Raza Abidi;Muhammad Muzammil Qureshi;Syed Asif Hasnain;Iqbal Muhammad Ali Khan;Dr. Nikhat Shakeel Khan
"The Constitution (Amendment) Bill, 2017 (Amendment_5_14","The Constitution (Amendment) Bill, 2017 (Amendment in Article 224)
[Support]",Private,5,14,Not Applicable,15,1,MQM,Muhammad Muzammil Qureshi;Sajid Ahmed;Kishwer Zehra;Saman Sultana Jafri;Dr. Nikhat Shakeel Khan;Muhammad Muzammil Qureshi;Sajid Ahmed;Kishwer Zehra;Saman Sultana Jafri;Dr. Nikhat Shakeel Khan;Muhammad Muzammil Qureshi;Sajid Ahmed;Kishwer Zehra;Saman Sultana Jafri;Dr. Nikhat Shakeel Khan
"The Port Qasim Authority (Amendment) Bill, 2021
[S_4_15","The Port Qasim Authority (Amendment) Bill, 2021
[Support]",Private,4,15,Not Applicable,14,1,PPPP,Syed Rafiullah;Syed Rafiullah;Syed Rafiullah;Syed Rafiullah;Syed Rafiullah;Syed Rafiullah;Syed Rafiullah;Syed Rafiullah;Syed Rafiullah;Syed Rafiullah;Syed Rafiullah;Syed Rafiullah;Syed Rafiullah;Syed Rafiullah
The National Database and Registration Authority (_1_14,"The National Database and Registration Authority (Amendment) Bill, 2013
[Support]",Private,1,14,Not Applicable,14,1,MQM,S. A. Iqbal Qadri;Shaikh Salahuddin;S. A. Iqbal Qadri;Shaikh Salahuddin;S. A. Iqbal Qadri;Shaikh Salahuddin;Muhammad Rehan Hashmi;Sufyan Yousuf;Sajid Ahmed;Kishwer Zehra;Muhammad Rehan Hashmi;Sufyan Yousuf;Sajid Ahmed;Kishwer Zehra
"The Constitution (Twenty-sixth Amendment) Bill, 20_3_15","The Constitution (Twenty-sixth Amendment) Bill, 2020
[Support]",Government,3,15,Not Applicable,14,2,MQM;PTI,Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Muhammad Farogh Nasim
"The Acid and Burn Crime Bill, 2014
[Support]_1_14","The Acid and Burn Crime Bill, 2014
[Support]",Private,1,14,Interior and Narcotics Control,14,1,PML-N,Muhammad Safdar;Shahab-ud-Din Khan;Qaisar Ahmad Sheikh;Salman Hanif;Makhdoom Khusro Bakhtiar;Parveen Masood Bhatti;Seema Mohiuddin Jameeli;Leila Khan;Farhana Qamar;Iffat Liaqat;Marvi Memon;Begum Tahira Bukhari;Kiran Haider;Isphanyar M. Bhandara
The Islamabad Capital Territory Child Protection (_2_15,"The Islamabad Capital Territory Child Protection (Amendment) Bill, 2020
[Support]",Private,2,15,Not Applicable,14,2,PML-N;PTI,Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Raja Khurram Shahzad Nawaz;Riaz Fatyana;Amjid Ali Khan;Sadaqat Ali Khan;Mehnaz Akber Aziz;Nafeesa Inayatullah Khan Khattak;Ali Nawaz Awan
The Public Procurement Regulatory Authority (Amend_4_15,"The Public Procurement Regulatory Authority (Amendment) Bill, 2021
[Support]",Government,4,15,Not Applicable,14,2,PML-N;PTI,Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Zaheer-ud-Din Babar Awan;Murtaza Javed Abbasi
"The Criminal Law (Amendment) Bill, 2017
[Support]_4_14","The Criminal Law (Amendment) Bill, 2017
[Support]",Private,4,14,Not Applicable,14,2,JUI;MQM,Dr. Khalid Maqbool Siddiqui;Syed Waseem Hussain;S. A. Iqbal Qadri;Abdul Waseem;Shaikh Salahuddin;Dr. Muhammad Farooq Sattar;Syed Ali Raza Abidi;Muhammad Muzammil Qureshi;Dr. Nikhat Shakeel Khan;Mohammad Salman Khan Baloch;S. A. Iqbal Qadri;Shaikh Salahuddin;Dr. Fouzia Hameed;Naeema Kishwar Khan
"The Constitution (Amendment) Bill, 2021 (Articles-_3_15","The Constitution (Amendment) Bill, 2021 (Articles- 51 and 59)
[Support]",Private,3,15,Not Applicable,13,5,BAP;MQM;PML-N;PPPP;PTI,Tahira Aurangzeb;Khalid Hussain Magsi;Engineer Sabir Hussain;Iqbal Muhammad Ali Khan;Kishwer Zehra;Rana Muhammad Qasim Noon;Shaista Pervaiz;Malik Muhammad Aamir Dogar;Ali Khan Jadoon;Nafeesa Inayatullah Khan Khattak;Usama Qadri;Uzma Riaz;Ms. Nafisa Shah
"The Joint Maritime Information Organization Bill, _2_15","The Joint Maritime Information Organization Bill, 2019
[Support]",Government,2,15,Not Applicable,13,1,PTI,Pervaiz Khattak;Pervaiz Khattak;Pervaiz Khattak;Pervaiz Khattak;Pervaiz Khattak;Pervaiz Khattak;Pervaiz Khattak;Pervaiz Khattak;Pervaiz Khattak;Pervaiz Khattak;Pervaiz Khattak;Pervaiz Khattak;Pervaiz Khattak
"The Constitution (Amendment) Bill, 2014 (Amendment_2_14","The Constitution (Amendment) Bill, 2014 (Amendment in Articles 51 and 106)
[Support]",Private,2,14,"Law, Justice and Human Rights",13,5,MQM;PKMAP;PML-F;PML-N;PPPP,Umar Ayub Khan;Muhammad Raza Hayat Hiraj;Ghous Bux Khan Mahar;Dr. Azra Fazal Pecheho;Syed Qazim Ali Shah;Nawab Muhammad Yousuf Talpur;Imran Zafar Leghari;Abdul Waseem;Shaikh Salahuddin;Mehmood Khan Achakzai;Ms. Nafisa Shah;Dr. Ramesh Kumar Vankwani;Sanjay Perwani
"The Criminal Law (Amendment) Bill, 2020 (Section- _3_15","The Criminal Law (Amendment) Bill, 2020 (Section- 489F and Schedule- II)
[Support]",Private,3,15,Not Applicable,13,1,PML-N,Sardar Ayaz Sadiq;Sardar Ayaz Sadiq;Sardar Ayaz Sadiq;Sardar Ayaz Sadiq;Sardar Ayaz Sadiq;Sardar Ayaz Sadiq;Sardar Ayaz Sadiq;Sardar Ayaz Sadiq;Sardar Ayaz Sadiq;Sardar Ayaz Sadiq;Sardar Ayaz Sadiq;Sardar Ayaz Sadiq;Sardar Ayaz Sadiq
"The Code of Criminal Procedure (Amendment) Bill, 2_3_14","The Code of Criminal Procedure (Amendment) Bill, 2016
[Support]",Private,3,14,Not Applicable,13,1,MQM,Syed Waseem Hussain;Shaikh Salahuddin;Kishwer Zehra;Dr. Fouzia Hameed;Dr. Nikhat Shakeel Khan;Muhammad Muzammil Qureshi;Kishwer Zehra;Saman Sultana Jafri;Dr. Nikhat Shakeel Khan;Muhammad Muzammil Qureshi;Kishwer Zehra;Saman Sultana Jafri;Dr. Nikhat Shakeel Khan
"The Criminal Law (Amendment) Bill, 2016
[Support]_4_14","The Criminal Law (Amendment) Bill, 2016
[Support]",Private,4,14,Not Applicable,13,2,MQM;PML-N,Dr. Khalid Maqbool Siddiqui;Syed Waseem Hussain;S. A. Iqbal Qadri;Abdul Waseem;Shaikh Salahuddin;Dr. Muhammad Farooq Sattar;Syed Ali Raza Abidi;Muhammad Muzammil Qureshi;Dr. Nikhat Shakeel Khan;Surriya Asghar;Surriya Asghar;Surriya Asghar;Surriya Asghar
The Right to Free and Compulsory Education (Amendm_2_15,"The Right to Free and Compulsory Education (Amendment) Bill, 2020
[Support]",Private,2,15,Not Applicable,13,2,MMA;PTI,Raja Khurram Shahzad Nawaz;Zille Huma;Rana Muhammad Qasim Noon;Asma Hadeed;Faheem Khan;Imran Khattak;Atta Ullah;Nafeesa Inayatullah Khan Khattak;Fauzia Behram;Shahid Ahmad;Shandana Gulzar Khan;Ali Nawaz Awan;James Iqbal
"The Aiwan-i-Zarat Bill, 2021
[Support]_4_15","The Aiwan-i-Zarat Bill, 2021
[Support]",Private,4,15,Not Applicable,13,1,PTI,Riaz Fatyana;Riaz Fatyana;Riaz Fatyana;Riaz Fatyana;Riaz Fatyana;Riaz Fatyana;Riaz Fatyana;Riaz Fatyana;Riaz Fatyana;Riaz Fatyana;Riaz Fatyana;Riaz Fatyana;Riaz Fatyana
"The Anti -Dumping Duties (Amendment) Bill, 2019
[S_2_15","The Anti -Dumping Duties (Amendment) Bill, 2019
[Support]",Private,2,15,Not Applicable,12,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
"The Constitution (Amendment) Bill, 2021 (Amendment_4_15","The Constitution (Amendment) Bill, 2021 (Amendment in Article - 140 - A)
[Support]",Private,4,15,Not Applicable,12,3,MMA;MQM;PTI,Iqbal Muhammad Ali Khan;Kishwer Zehra;Dr. Khalid Maqbool Siddiqui;Usama Qadri;Jai Parkash;James Iqbal;Iqbal Muhammad Ali Khan;Kishwer Zehra;Dr. Khalid Maqbool Siddiqui;Usama Qadri;Jai Parkash;James Iqbal
"The Constitution (Amendment) Bill, 2020 (Articles _2_15","The Constitution (Amendment) Bill, 2020 (Articles 1, 51, 59, 106, 175A, 198 and 218)
[Support]",Private,2,15,Not Applicable,12,1,MQM,Syed Amin ul Haque;Engineer Sabir Hussain;Salah-ud-Din;Iqbal Muhammad Ali Khan;Kishwer Zehra;Usama Qadri;Syed Amin ul Haque;Engineer Sabir Hussain;Salah-ud-Din;Iqbal Muhammad Ali Khan;Kishwer Zehra;Usama Qadri
"The Limitation (Amendment) Bill, 2020
[Support]_4_15","The Limitation (Amendment) Bill, 2020
[Support]",Private,4,15,Not Applicable,12,1,PML-N,Syed Javed Hassnain;Syed Javed Hassnain;Syed Javed Hassnain;Syed Javed Hassnain;Syed Javed Hassnain;Syed Javed Hassnain;Syed Javed Hassnain;Syed Javed Hassnain;Syed Javed Hassnain;Syed Javed Hassnain;Syed Javed Hassnain;Syed Javed Hassnain
"The Constitution (Amendment) Bill, 2020 (Amendment_4_15","The Constitution (Amendment) Bill, 2020 (Amendment in Article-25)
[Support]",Private,4,15,Not Applicable,12,1,PPPP,Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah;Ms. Nafisa Shah
"The Exit from Pakistan (Control) (Amendment) Bill,_1_15","The Exit from Pakistan (Control) (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,12,1,PPPP,Shazia Marri;Syed Naveed Qamar;Raja Pervez Ashraf;Shazia Marri;Syed Naveed Qamar;Raja Pervez Ashraf;Shazia Marri;Syed Naveed Qamar;Raja Pervez Ashraf;Shazia Marri;Syed Naveed Qamar;Raja Pervez Ashraf
"The Constitution (Amendment) Bill, 2018 (Article 2_1_15","The Constitution (Amendment) Bill, 2018 (Article 239)
[Support]",Private,1,15,Not Applicable,12,1,MQM,Syed Amin ul Haque;Engineer Sabir Hussain;Salah-ud-Din;Iqbal Muhammad Ali Khan;Kishwer Zehra;Usama Qadri;Syed Amin ul Haque;Engineer Sabir Hussain;Salah-ud-Din;Iqbal Muhammad Ali Khan;Kishwer Zehra;Usama Qadri
"The Banking Companies (Amendment) Bill, 2019
[Supp_1_15","The Banking Companies (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,12,1,PPPP,Shazia Marri;Syed Naveed Qamar;Raja Pervez Ashraf;Shazia Marri;Syed Naveed Qamar;Raja Pervez Ashraf;Shazia Marri;Syed Naveed Qamar;Raja Pervez Ashraf;Shazia Marri;Syed Naveed Qamar;Raja Pervez Ashraf
The Tour Operators and Travel Agents (Regulation) _5_14,"The Tour Operators and Travel Agents (Regulation) Bill, 2018
[Support]",Private,5,14,Not Applicable,12,1,MQM,Muhammad Muzammil Qureshi;Saman Sultana Jafri;Muhammad Muzammil Qureshi;Saman Sultana Jafri;Muhammad Muzammil Qureshi;Saman Sultana Jafri;Muhammad Muzammil Qureshi;Saman Sultana Jafri;Muhammad Muzammil Qureshi;Saman Sultana Jafri;Muhammad Muzammil Qureshi;Saman Sultana Jafri
The Islamabad Consumers Protection (Amendment) Bil_1_15,"The Islamabad Consumers Protection (Amendment) Bill, 2019
[Support]",Private,1,15,Not Applicable,12,2,PML-N;PTI,Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan;Mian Najibuddin Awaisi;Syed Fakhar Imam;Riaz Fatyana;Amjid Ali Khan
